externalKey,tier_short,tier_label,tier_order,segment,role_fit,organization,region,state,state_name,city,county,city_county,locale_code,locale_display,saipe_numeric,saipe_display,basis,phone,website,outreach_program,outreach_link,students,school_count,source,detail
OUT|University of Louisville|KY,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of Louisville,Mid-Atlantic,KY,,Louisville,Jefferson County,Louisville / Jefferson County,11,11,14.6,14.6%,Confirmed rural outreach program,(502) 852-5555,https://www.louisville.edu/,Rural Health (Trover Campus),https://medicine.louisville.edu/about/offices/clinical-affairs/rural-health,,,Higher Ed seed file,"{'Institution': 'University of Louisville', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'KY', 'City': 'Louisville', 'County': 'Jefferson County', 'ZIP': '40292-0001', 'Locale': '11', 'Poverty Percent': '14.6', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Thomas G. Bradley', 'Leader Title': 'President', 'Phone': '(502) 852-5555', 'Website': 'https://www.louisville.edu/', 'Outreach Program': 'Rural Health (Trover Campus)', 'Outreach Link': 'https://medicine.louisville.edu/about/offices/clinical-affairs/rural-health', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://medicine.louisville.edu/about/offices/clinical-affairs/rural-health', 'Flags': 'Medical, Hospital'}"
OUT|University of Maine|ME,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of Maine,Northeast,ME,,Orono,Penobscot County,Orono / Penobscot County,23,23,14.2,14.2%,Confirmed rural outreach program,(207) 581-1865,https://www.umaine.edu/,New England Rural Education Hub,https://umaine.edu/edhd/rural-ed-hub/,,,Higher Ed seed file,"{'Institution': 'University of Maine', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'ME', 'City': 'Orono', 'County': 'Penobscot County', 'ZIP': '04469', 'Locale': '23', 'Poverty Percent': '14.2', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Dr. Joan Ferrini-Mundy', 'Leader Title': 'President', 'Phone': '(207) 581-1865', 'Website': 'https://www.umaine.edu/', 'Outreach Program': 'New England Rural Education Hub', 'Outreach Link': 'https://umaine.edu/edhd/rural-ed-hub/', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://umaine.edu/edhd/rural-ed-hub/', 'Flags': 'Land Grant'}"
OUT|University of Minnesota-Twin Cities|MN,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of Minnesota-Twin Cities,Northeast,MN,,Minneapolis,Hennepin County,Minneapolis / Hennepin County,11,11,9.5,9.5%,Confirmed rural outreach program,(612) 625-5000,https://twin-cities.umn.edu/,Rural Health Initiative,https://clinicalaffairs.umn.edu/rural-health-initiative,,,Higher Ed seed file,"{'Institution': 'University of Minnesota-Twin Cities', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'MN', 'City': 'Minneapolis', 'County': 'Hennepin County', 'ZIP': '55455-0213', 'Locale': '11', 'Poverty Percent': '9.5', 'SAIPE Points': '0', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Dr. Rebecca Cunningham', 'Leader Title': 'President', 'Phone': '(612) 625-5000', 'Website': 'https://twin-cities.umn.edu/', 'Outreach Program': 'Rural Health Initiative', 'Outreach Link': 'https://clinicalaffairs.umn.edu/rural-health-initiative', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://clinicalaffairs.umn.edu/rural-health-initiative', 'Flags': 'Land Grant, Medical'}"
OUT|University of Missouri-Columbia|MO,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of Missouri-Columbia,Northeast,MO,,Columbia,Boone County,Columbia / Boone County,12,12,14.3,14.3%,Confirmed rural outreach program,(573) 882-2121,https://missouri.edu/,"Rural Scholars Program (Health Outreach, Policy & Education)",https://hope.missouri.edu/rural-scholars/,,,Higher Ed seed file,"{'Institution': 'University of Missouri-Columbia', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'MO', 'City': 'Columbia', 'County': 'Boone County', 'ZIP': '65211', 'Locale': '12', 'Poverty Percent': '14.3', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Dr. Mun Y. Choi', 'Leader Title': 'Chancellor', 'Phone': '(573) 882-2121', 'Website': 'https://missouri.edu/', 'Outreach Program': 'Rural Scholars Program (Health Outreach, Policy & Education)', 'Outreach Link': 'https://hope.missouri.edu/rural-scholars/', 'Outreach Contact': '', 'Outreach Email': 'hope@missouri.edu', 'Outreach Phone': '', 'Evidence URL': 'https://hope.missouri.edu/rural-scholars/', 'Flags': 'Land Grant, Medical, Hospital'}"
OUT|Montana State University|MT,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,Montana State University,West,MT,,Bozeman,Gallatin County,Bozeman / Gallatin County,13,13,7.1,7.1%,Confirmed rural outreach program,(406) 994-0211,https://www.montana.edu/,Montana Office of Rural Health and Area Health Education Center / Healthcare Pathways Programs,https://healthinfo.montana.edu/pathways/programs/index.html,,,Higher Ed seed file,"{'Institution': 'Montana State University', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'MT', 'City': 'Bozeman', 'County': 'Gallatin County', 'ZIP': '59717', 'Locale': '13', 'Poverty Percent': '7.1', 'SAIPE Points': '0', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Waded Cruzado', 'Leader Title': 'President', 'Phone': '(406) 994-0211', 'Website': 'https://www.montana.edu/', 'Outreach Program': 'Montana Office of Rural Health and Area Health Education Center / Healthcare Pathways Programs', 'Outreach Link': 'https://healthinfo.montana.edu/pathways/programs/index.html', 'Outreach Contact': 'Kailyn Mock', 'Outreach Email': 'kailyn.mock@montana.edu', 'Outreach Phone': '', 'Evidence URL': 'https://healthinfo.montana.edu/pathways/programs/index.html', 'Flags': 'Land Grant'}"
OUT|East Carolina University|NC,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,East Carolina University,Southeast,NC,,Greenville,Pitt County,Greenville / Pitt County,13,13,19.8,19.8%,Confirmed rural outreach program,(252) 328-6131,https://www.ecu.edu/,DRIVE East Initiative,https://rede.ecu.edu/drive-east/,,,Higher Ed seed file,"{'Institution': 'East Carolina University', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'NC', 'City': 'Greenville', 'County': 'Pitt County', 'ZIP': '27858-4353', 'Locale': '13', 'Poverty Percent': '19.8', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Philip Rogers', 'Leader Title': 'Chancellor', 'Phone': '(252) 328-6131', 'Website': 'https://www.ecu.edu/', 'Outreach Program': 'DRIVE East Initiative', 'Outreach Link': 'https://rede.ecu.edu/drive-east/', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://rede.ecu.edu/drive-east/', 'Flags': 'Medical'}"
OUT|University of North Dakota|ND,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of North Dakota,Northeast,ND,,Grand Forks,Grand Forks County,Grand Forks / Grand Forks County,13,13,12.4,12.4%,Confirmed rural outreach program,(800) 225-5863,https://und.edu/,Rural Health & Communities,https://und.edu/research/grand-challenges/rural-health.html,,,Higher Ed seed file,"{'Institution': 'University of North Dakota', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'ND', 'City': 'Grand Forks', 'County': 'Grand Forks County', 'ZIP': '58202-8193', 'Locale': '13', 'Poverty Percent': '12.4', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Dr. Andrew Armacost', 'Leader Title': 'President', 'Phone': '(800) 225-5863', 'Website': 'https://und.edu/', 'Outreach Program': 'Rural Health & Communities', 'Outreach Link': 'https://und.edu/research/grand-challenges/rural-health.html', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://und.edu/research/grand-challenges/rural-health.html', 'Flags': 'Medical'}"
OUT|University of Nebraska Medical Center|NE,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of Nebraska Medical Center,Northeast,NE,,Omaha,Douglas County,Omaha / Douglas County,11,11,11.8,11.8%,Confirmed rural outreach program,(402) 559-4000,https://www.unmc.edu/,Office of Rural Health Initiatives,https://www.unmc.edu/rural-health/,,,Higher Ed seed file,"{'Institution': 'University of Nebraska Medical Center', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'NE', 'City': 'Omaha', 'County': 'Douglas County', 'ZIP': '68198-7815', 'Locale': '11', 'Poverty Percent': '11.8', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'H. Dele Davies', 'Leader Title': 'Chancellor', 'Phone': '(402) 559-4000', 'Website': 'https://www.unmc.edu/', 'Outreach Program': 'Office of Rural Health Initiatives', 'Outreach Link': 'https://www.unmc.edu/rural-health/', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://www.unmc.edu/rural-health/', 'Flags': 'Medical, Hospital'}"
OUT|University of New Mexico-Main Campus|NM,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of New Mexico-Main Campus,West,NM,,Albuquerque,Bernalillo County,Albuquerque / Bernalillo County,11,11,13.7,13.7%,Confirmed rural outreach program,(505) 277-0111,https://www.unm.edu/,Rural and Urban Underserved Program,https://hsc.unm.edu/medicine/education/md/ume/rural-urban-underserved/,,,Higher Ed seed file,"{'Institution': 'University of New Mexico-Main Campus', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'NM', 'City': 'Albuquerque', 'County': 'Bernalillo County', 'ZIP': '87131', 'Locale': '11', 'Poverty Percent': '13.7', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Garnett S. Stokes', 'Leader Title': 'President', 'Phone': '(505) 277-0111', 'Website': 'https://www.unm.edu/', 'Outreach Program': 'Rural and Urban Underserved Program', 'Outreach Link': 'https://hsc.unm.edu/medicine/education/md/ume/rural-urban-underserved/', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://hsc.unm.edu/medicine/education/md/ume/rural-urban-underserved/', 'Flags': 'Medical, Hospital'}"
OUT|University of Nevada-Reno|NV,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of Nevada-Reno,West,NV,,Reno,Washoe County,Reno / Washoe County,11,11,9.4,9.4%,Confirmed rural outreach program,(775) 784-1110,https://www.unr.edu/,Rural Outreach Clinic,https://med.unr.edu/community/student-outreach-clinic/upcoming-clinics/rural-outreach-clinic,,,Higher Ed seed file,"{'Institution': 'University of Nevada-Reno', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'NV', 'City': 'Reno', 'County': 'Washoe County', 'ZIP': '89557', 'Locale': '11', 'Poverty Percent': '9.4', 'SAIPE Points': '0', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Brian Sandoval', 'Leader Title': 'President', 'Phone': '(775) 784-1110', 'Website': 'https://www.unr.edu/', 'Outreach Program': 'Rural Outreach Clinic', 'Outreach Link': 'https://med.unr.edu/community/student-outreach-clinic/upcoming-clinics/rural-outreach-clinic', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://med.unr.edu/community/student-outreach-clinic/upcoming-clinics/rural-outreach-clinic', 'Flags': 'Land Grant, Medical'}"
OUT|Oklahoma State University-Main Campus|OK,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,Oklahoma State University-Main Campus,West,OK,,Stillwater,Payne County,Stillwater / Payne County,32,32,20.3,20.3%,Confirmed rural outreach program,(405) 744-5000,https://www.okstate.edu/,Center for Rural Health,https://medicine.okstate.edu/rural-health,,,Higher Ed seed file,"{'Institution': 'Oklahoma State University-Main Campus', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'OK', 'City': 'Stillwater', 'County': 'Payne County', 'ZIP': '74078-1015', 'Locale': '32', 'Poverty Percent': '20.3', 'SAIPE Points': '20', 'Basis': 'Confirmed rural outreach program', 'Leader': 'President Kayse Shrum', 'Leader Title': 'President, Oklahoma State University', 'Phone': '(405) 744-5000', 'Website': 'https://www.okstate.edu/', 'Outreach Program': 'Center for Rural Health', 'Outreach Link': 'https://medicine.okstate.edu/rural-health', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://medicine.okstate.edu/rural-health', 'Flags': 'Land Grant, Medical'}"
OUT|University of Oklahoma-Norman Campus|OK,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of Oklahoma-Norman Campus,West,OK,,Norman,Cleveland County,Norman / Cleveland County,22,22,12.0,12.0%,Confirmed rural outreach program,(405) 325-0311,https://www.ou.edu/,TRU-OK Pathways,https://www.truok-merc.org/about/,,,Higher Ed seed file,"{'Institution': 'University of Oklahoma-Norman Campus', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'OK', 'City': 'Norman', 'County': 'Cleveland County', 'ZIP': '73019-3072', 'Locale': '22', 'Poverty Percent': '12.0', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Joseph Harroz, Jr.', 'Leader Title': 'President', 'Phone': '(405) 325-0311', 'Website': 'https://www.ou.edu/', 'Outreach Program': 'TRU-OK Pathways', 'Outreach Link': 'https://www.truok-merc.org/about/', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://www.truok-merc.org/about/', 'Flags': ''}"
OUT|University of South Carolina-Columbia|SC,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of South Carolina-Columbia,Southeast,SC,,Columbia,Richland County,Columbia / Richland County,12,12,15.8,15.8%,Confirmed rural outreach program,(803) 777-7000,https://www.sc.edu/,Palmetto LEADER mobile legal service rural outreach,https://sc.edu/study/colleges_schools/law/internal/current_students/handbook/section_009.php,,,Higher Ed seed file,"{'Institution': 'University of South Carolina-Columbia', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'SC', 'City': 'Columbia', 'County': 'Richland County', 'ZIP': '29208', 'Locale': '12', 'Poverty Percent': '15.8', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Michael Amiridis', 'Leader Title': 'President', 'Phone': '(803) 777-7000', 'Website': 'https://www.sc.edu/', 'Outreach Program': 'Palmetto LEADER mobile legal service rural outreach', 'Outreach Link': 'https://sc.edu/study/colleges_schools/law/internal/current_students/handbook/section_009.php', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://sc.edu/study/colleges_schools/law/internal/current_students/handbook/section_009.php', 'Flags': 'Medical'}"
OUT|University of South Dakota|SD,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of South Dakota,Northeast,SD,,Vermillion,Clay County,Vermillion / Clay County,32,32,19.3,19.3%,Confirmed rural outreach program,(605) 658-6200,https://www.usd.edu/,Frontier and Rural Medicine (FARM) / South Dakota AHEC,https://www.usd.edu/Academics/Colleges-and-Schools/sanford-school-of-medicine/Research-and-Outreach-Centers/SD-Area-Health-Education-Center,,,Higher Ed seed file,"{'Institution': 'University of South Dakota', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'SD', 'City': 'Vermillion', 'County': 'Clay County', 'ZIP': '57069-2390', 'Locale': '32', 'Poverty Percent': '19.3', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Ms. Sheila Gestring', 'Leader Title': 'President', 'Phone': '(605) 658-6200', 'Website': 'https://www.usd.edu/', 'Outreach Program': 'Frontier and Rural Medicine (FARM) / South Dakota AHEC', 'Outreach Link': 'https://www.usd.edu/Academics/Colleges-and-Schools/sanford-school-of-medicine/Research-and-Outreach-Centers/SD-Area-Health-Education-Center', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://www.usd.edu/Academics/Colleges-and-Schools/sanford-school-of-medicine/Research-and-Outreach-Centers/SD-Area-Health-Education-Center', 'Flags': 'Medical'}"
OUT|The University of Tennessee Health Science Center|TN,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,The University of Tennessee Health Science Center,Mid-Atlantic,TN,,Memphis,Shelby County,Memphis / Shelby County,11,11,19.0,19.0%,Confirmed rural outreach program,(901) 448-5500,https://www.uthsc.edu/,Rural Health Outreach / Rural and Underserved Health Care Research,https://news.uthsc.edu/college-of-nursing-leads-system-collaboration-for-rural-health-outreach/,,,Higher Ed seed file,"{'Institution': 'The University of Tennessee Health Science Center', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'TN', 'City': 'Memphis', 'County': 'Shelby County', 'ZIP': '38163', 'Locale': '11', 'Poverty Percent': '19.0', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Peter Buckley, MD', 'Leader Title': 'Chancellor', 'Phone': '(901) 448-5500', 'Website': 'https://www.uthsc.edu/', 'Outreach Program': 'Rural Health Outreach / Rural and Underserved Health Care Research', 'Outreach Link': 'https://news.uthsc.edu/college-of-nursing-leads-system-collaboration-for-rural-health-outreach/', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '(901) 448-5500', 'Evidence URL': 'https://news.uthsc.edu/college-of-nursing-leads-system-collaboration-for-rural-health-outreach/', 'Flags': 'Medical'}"
OUT|Texas Tech University Health Sciences Center|TX,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,Texas Tech University Health Sciences Center,West,TX,,Lubbock,Lubbock County,Lubbock / Lubbock County,11,11,15.7,15.7%,Confirmed rural outreach program,(806) 743-1000,https://www.ttuhsc.edu/,Rural and Community Engagement,https://www.ttuhsc.edu/medicine/odessa/rural-community/default.aspx,,,Higher Ed seed file,"{'Institution': 'Texas Tech University Health Sciences Center', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'TX', 'City': 'Lubbock', 'County': 'Lubbock County', 'ZIP': '79430', 'Locale': '11', 'Poverty Percent': '15.7', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Lori Rice-Spearman. Ph.D.', 'Leader Title': 'President', 'Phone': '(806) 743-1000', 'Website': 'https://www.ttuhsc.edu/', 'Outreach Program': 'Rural and Community Engagement', 'Outreach Link': 'https://www.ttuhsc.edu/medicine/odessa/rural-community/default.aspx', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://www.ttuhsc.edu/medicine/odessa/rural-community/default.aspx', 'Flags': 'Medical, Hospital'}"
