Title,ExternalKey,TierCode,TierLabel,Segment,RoleFit,OrganizationName,StateCode,StateName,City,County,LocaleCode,LocaleDisplay,SaipePercent,SaipeBand,Basis,ContactName,ContactTitle,Phone,Website,OutreachProgram,OutreachLink,Flags,AssignedRepText,OutreachStatus,LastContact,NextStep,Notes,SourceDataset,ActiveFlag
Rochester Stockbridge Unified School District #81,2-school-district-vt-rochester-stockbridge-unified-school-district-81,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rochester Stockbridge Unified School District #81,VT,Vermont,Royalton,Windsor County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(802) 763-8840,http://www.owsu.org/,,,,,Not Started,,,,K12 Locale43,Yes
ROCK COUNTY PUBLIC SCHOOLS,2-school-district-ne-rock-county-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROCK COUNTY PUBLIC SCHOOLS,NE,Nebraska,Bassett,Rock County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(402) 684-3411,,,,,,Not Started,,,,K12 Locale43,Yes
Rock Hills,2-school-district-ks-rock-hills,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rock Hills,KS,Kansas,Mankato,Jewell County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(785) 378-3102,http://www.usd107.org,,,,,Not Started,,,,K12 Locale43,Yes
ROCK PORT R-II,2-school-district-mo-rock-port-r-ii,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROCK PORT R-II,MO,Missouri,Rock Port,Atchison County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(660) 744-6298,http://rockport.k12.mo.us/homepage1/frontpage.html,,,,,Not Started,,,,K12 Locale43,Yes
Rockcastle County,2-school-district-ky-rockcastle-county,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rockcastle County,KY,Kentucky,Mount Vernon,Rockcastle County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(606) 256-2125,http://www.rockcastle.kyschools.us/,,,,,Not Started,,,,K12 Locale43,Yes
ROCKLAND DISTRICT,2-school-district-id-rockland-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROCKLAND DISTRICT,ID,Idaho,Rockland,Power County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(208) 548-2221,,,,,,Not Started,,,,K12 Locale43,Yes
ROCKSPRINGS ISD,1-school-district-tx-rocksprings-isd,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,ROCKSPRINGS ISD,TX,Texas,Rocksprings,Edwards County,43,43-Rural: Remote,38.1,30%+,Locale 43 and SAIPE ≥ 30%,JUSTIN DEL BOSQUE,District Contact,(830) 333-9635,http://www.rockspringsisd.net/,,,,,Not Started,,,,K12 Locale43,Yes
Rocky Boy Elem,2-school-district-mt-rocky-boy-elem,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rocky Boy Elem,MT,Montana,Box Elder,Hill County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 395-4291,http://www.rockyboy.k12.mt.us,,,,,Not Started,,,,K12 Locale43,Yes
Rocky Boy H S,2-school-district-mt-rocky-boy-h-s,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rocky Boy H S,MT,Montana,Box Elder,Hill County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 395-4291,http://www.rockyboy.k12.mt.us,,,,,Not Started,,,,K12 Locale43,Yes
ROCKY MOUNTAIN,2-school-district-ok-rocky-mountain,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROCKY MOUNTAIN,OK,Oklahoma,Stilwell,Adair County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(918) 696-7509,http://www.rockymtn.k12.ok.us,,,,,Not Started,,,,K12 Locale43,Yes
ROFF,2-school-district-ok-roff,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROFF,OK,Oklahoma,Roff,Pontotoc County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(580) 456-7663,http://www.roff.k12.ok.us/,,,,,Not Started,,,,K12 Locale43,Yes
Rogers City Area Schools,2-school-district-mi-rogers-city-area-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rogers City Area Schools,MI,Michigan,Rogers City,Presque Isle County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(989) 734-9100,http://www.rcashurons.org,,,,,Not Started,,,,K12 Locale43,Yes
ROLETTE 29,2-school-district-nd-rolette-29,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROLETTE 29,ND,North Dakota,Rolette,Rolette County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(701) 246-3595,http://www.roletteschool.k12.nd.us,,,,,Not Started,,,,K12 Locale43,Yes
Rolla,2-school-district-ks-rolla,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rolla,KS,Kansas,Rolla,Morton County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(620) 593-4344,http://www.usd217.org,,,,,Not Started,,,,K12 Locale43,Yes
Ronan Elem,2-school-district-mt-ronan-elem,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Ronan Elem,MT,Montana,Ronan,Lake County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 676-3390,http://www.ronank12.edu,,,,,Not Started,,,,K12 Locale43,Yes
Ronan H S,2-school-district-mt-ronan-h-s,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Ronan H S,MT,Montana,Ronan,Lake County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 676-3390,http://www.ronank12.edu,,,,,Not Started,,,,K12 Locale43,Yes
Roose-Valley Sp Ed Coop,2-school-district-mt-roose-valley-sp-ed-coop,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Roose-Valley Sp Ed Coop,MT,Montana,Culbertson,Roosevelt County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 787-6246,,,,,,Not Started,,,,K12 Locale43,Yes
Roosevelt,2-school-district-mt-roosevelt,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Roosevelt,MT,Montana,Wolf Point,Roosevelt County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 653-6166,http://www.rooseveltcounty.org,,,,,Not Started,,,,K12 Locale43,Yes
ROOSEVELT 18,2-school-district-nd-roosevelt-18,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROOSEVELT 18,ND,North Dakota,Carson,Grant County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(701) 622-3263,http://www.carson.k12.nd.us/,,,,,Not Started,,,,K12 Locale43,Yes
Roosevelt School District,2-school-district-wa-roosevelt-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Roosevelt School District,WA,Washington,Roosevelt,Klickitat County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(509) 384-5462,,,,,,Not Started,,,,K12 Locale43,Yes
ROOTS & WINGS COMMUNITY,2-school-district-nm-roots-wings-community,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROOTS & WINGS COMMUNITY,NM,New Mexico,Questa,Taos County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(575) 586-2076,http://www.rootsandwingscommunityschool.org,,,,,Not Started,,,,K12 Locale43,Yes
Roque Bluffs Public Schools,2-school-district-me-roque-bluffs-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Roque Bluffs Public Schools,ME,Maine,Machias,Washington County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 255-6585,http://www.aos96.org/,,,,,Not Started,,,,K12 Locale43,Yes
ROSCOE C-1,2-school-district-mo-roscoe-c-1,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROSCOE C-1,MO,Missouri,Osceola,St. Clair County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(417) 646-2376,http://none,,,,,Not Started,,,,K12 Locale43,Yes
ROSCOE CENTRAL SCHOOL DISTRICT,2-school-district-ny-roscoe-central-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROSCOE CENTRAL SCHOOL DISTRICT,NY,New York,Roscoe,Sullivan County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(607) 498-4126,http://www.roscoe.k12.ny.us,,,,,Not Started,,,,K12 Locale43,Yes
ROSEAU PUBLIC SCHOOL DISTRICT,2-school-district-mn-roseau-public-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROSEAU PUBLIC SCHOOL DISTRICT,MN,Minnesota,Roseau,Roseau County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 463-1471,http://www.roseau.k12.mn.us/,,,,,Not Started,,,,K12 Locale43,Yes
Rosebud,2-school-district-mt-rosebud,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rosebud,MT,Montana,Forsyth,Rosebud County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 346-2537,,,,,,Not Started,,,,K12 Locale43,Yes
Rosebud K-12,1-school-district-mt-rosebud-k-12,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Rosebud K-12,MT,Montana,Rosebud,Rosebud County,43,43-Rural: Remote,32.7,30%+,Locale 43 and SAIPE ≥ 30%,Abby Chaska,District Contact,(406) 347-5353,http://www.rhs12.com,,,,,Not Started,,,,K12 Locale43,Yes
Rosholt School District 54-4,2-school-district-sd-rosholt-school-district-54-4,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rosholt School District 54-4,SD,South Dakota,Rosholt,Roberts County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(605) 537-4283,http://www.rosholt.k12.sd.us,,,,,Not Started,,,,K12 Locale43,Yes
Ross Elem,2-school-district-mt-ross-elem,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Ross Elem,MT,Montana,Mosby,Garfield County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 429-2098,,,,,,Not Started,,,,K12 Locale43,Yes
ROTAN ISD,2-school-district-tx-rotan-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROTAN ISD,TX,Texas,Rotan,Fisher County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(325) 735-2332,http://www.rotan.org/,,,,,Not Started,,,,K12 Locale43,Yes
ROTHSAY PUBLIC SCHOOL DISTRICT,2-school-district-mn-rothsay-public-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROTHSAY PUBLIC SCHOOL DISTRICT,MN,Minnesota,Rothsay,Wilkin County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 867-2117,http://www.rothsay.k12.mn.us/,,,,,Not Started,,,,K12 Locale43,Yes
ROUGHRIDER AREA CAREER & TECHNICAL CENTER,2-school-district-nd-roughrider-area-career-technical-center,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROUGHRIDER AREA CAREER & TECHNICAL CENTER,ND,North Dakota,Hettinger,Adams County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(701) 928-1676,http://www.ractc.org,,,,,Not Started,,,,K12 Locale43,Yes
ROUND TOP-CARMINE ISD,2-school-district-tx-round-top-carmine-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROUND TOP-CARMINE ISD,TX,Texas,Round Top,Fayette County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(979) 966-6116,http://www.rtcisd.net,,,,,Not Started,,,,K12 Locale43,Yes
Round Valley Unified,1-school-district-ca-round-valley-unified,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Round Valley Unified,CA,California,Covelo,Mendocino County,43,43-Rural: Remote,39.0,30%+,Locale 43 and SAIPE ≥ 30%,Stephanie Steffano-Davis,District Contact,(707) 983-6171,http://www.roundvalleyschools.org/,,,,,Not Started,,,,K12 Locale43,Yes
Round Valley Unified District (4155),2-school-district-az-round-valley-unified-district-4155,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Round Valley Unified District (4155),AZ,Arizona,Springerville,Apache County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(928) 333-6580,http://www.elks.net,,,,,Not Started,,,,K12 Locale43,Yes
Roundup Elem,2-school-district-mt-roundup-elem,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Roundup Elem,MT,Montana,Roundup,Musselshell County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 323-1507,http://roundup.k12.mt.us,,,,,Not Started,,,,K12 Locale43,Yes
Roundup High School,2-school-district-mt-roundup-high-school,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Roundup High School,MT,Montana,Roundup,Musselshell County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 323-2402,http://roundup.k12.mt.us,,,,,Not Started,,,,K12 Locale43,Yes
ROXBURY CENTRAL SCHOOL DISTRICT,2-school-district-ny-roxbury-central-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROXBURY CENTRAL SCHOOL DISTRICT,NY,New York,Roxbury,Delaware County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(607) 326-4151,http://www.roxburycs.org,,,,,Not Started,,,,K12 Locale43,Yes
ROY,2-school-district-nm-roy,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROY,NM,New Mexico,Roy,Harding County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(575) 485-2242,http://www.royschools.org/,,,,,Not Started,,,,K12 Locale43,Yes
Roy K-12 Schools,2-school-district-mt-roy-k-12-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Roy K-12 Schools,MT,Montana,Roy,Fergus County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 464-2511,http://roy.k12.mt.us,,,,,Not Started,,,,K12 Locale43,Yes
Royal School District,2-school-district-wa-royal-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Royal School District,WA,Washington,Royal City,Grant County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(509) 346-2222,http://royalsd.org/,,,,,Not Started,,,,K12 Locale43,Yes
Royall School District,2-school-district-wi-royall-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Royall School District,WI,Wisconsin,Elroy,Juneau County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(608) 462-2600,http://www.royall.k12.wi.us,,,,,Not Started,,,,K12 Locale43,Yes
RSU 08/MSAD 08,2-school-district-me-rsu-08-msad-08,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 08/MSAD 08,ME,Maine,Vinalhaven,Knox County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 863-4800,http://www.vinalhavenschool.org,,,,,Not Started,,,,K12 Locale43,Yes
RSU 09,2-school-district-me-rsu-09,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 09,ME,Maine,Farmington,Franklin County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 778-6571,http://www.mtbluersd.org,,,,,Not Started,,,,K12 Locale43,Yes
RSU 24,2-school-district-me-rsu-24,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 24,ME,Maine,Sullivan,Hancock County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 422-2017,http://www.rsu24.org,,,,,Not Started,,,,K12 Locale43,Yes
RSU 30/MSAD 30,2-school-district-me-rsu-30-msad-30,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 30/MSAD 30,ME,Maine,Lee,Penobscot County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 290-4989,http://www.aos90.org,,,,,Not Started,,,,K12 Locale43,Yes
RSU 32/MSAD 32,2-school-district-me-rsu-32-msad-32,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 32/MSAD 32,ME,Maine,Ashland,Aroostook County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 435-3661,http://www.sad32.org,,,,,Not Started,,,,K12 Locale43,Yes
RSU 33/MSAD 33,2-school-district-me-rsu-33-msad-33,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 33/MSAD 33,ME,Maine,Frenchville,Aroostook County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 543-7334,http://www.msad33.org/,,,,,Not Started,,,,K12 Locale43,Yes
RSU 37/MSAD 37,2-school-district-me-rsu-37-msad-37,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 37/MSAD 37,ME,Maine,Harrington,Washington County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 483-2734,http://www.msad37.me,,,,,Not Started,,,,K12 Locale43,Yes
RSU 39,2-school-district-me-rsu-39,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 39,ME,Maine,Caribou,Aroostook County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 496-6311,http://www.rsu39.org,,,,,Not Started,,,,K12 Locale43,Yes
RSU 41/MSAD 41,2-school-district-me-rsu-41-msad-41,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 41/MSAD 41,ME,Maine,Lagrange,Penobscot County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 943-7317,http://sites.google.com/msad41.us/msad41/,,,,,Not Started,,,,K12 Locale43,Yes
RSU 42/MSAD 42,2-school-district-me-rsu-42-msad-42,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 42/MSAD 42,ME,Maine,Mars Hill,Aroostook County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 425-3771,http://www.msad42.org,,,,,Not Started,,,,K12 Locale43,Yes
RSU 44/MSAD 44,2-school-district-me-rsu-44-msad-44,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 44/MSAD 44,ME,Maine,Bethel,Oxford County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 824-2185,http://www.sad44.org,,,,,Not Started,,,,K12 Locale43,Yes
RSU 48,2-school-district-me-rsu-48,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 48,ME,Maine,Damariscotta,Lincoln County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 506-2633,http://www.greatsaltbayschool.org/,,,,,Not Started,,,,K12 Locale43,Yes
RSU 50,2-school-district-me-rsu-50,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 50,ME,Maine,Dyer Brook,Aroostook County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 757-8223,http://www.rsu50.org,,,,,Not Started,,,,K12 Locale43,Yes
RSU 53/MSAD 53,2-school-district-me-rsu-53-msad-53,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 53/MSAD 53,ME,Maine,Pittsfield,Somerset County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 487-5107,http://www.msad53.org,,,,,Not Started,,,,K12 Locale43,Yes
RSU 58/MSAD 58,2-school-district-me-rsu-58-msad-58,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 58/MSAD 58,ME,Maine,Phillips,Franklin County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 639-2086,http://www.msad58.org,,,,,Not Started,,,,K12 Locale43,Yes
RSU 65/MSAD 65,2-school-district-me-rsu-65-msad-65,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RSU 65/MSAD 65,ME,Maine,Matinicus Isle Plantation,Knox County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 616-8784,,,,,,Not Started,,,,K12 Locale43,Yes
